2023-10-30 21:19:40,224 INFO    StreamThr :198136 [internal.py:wandb_internal():86] W&B internal server running at pid: 198136, started at: 2023-10-30 21:19:40.222433
2023-10-30 21:19:40,226 DEBUG   HandlerThread:198136 [handler.py:handle_request():146] handle_request: status
2023-10-30 21:19:40,231 INFO    WriterThread:198136 [datastore.py:open_for_write():85] open: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/run-5wp9is5g.wandb
2023-10-30 21:19:40,237 DEBUG   SenderThread:198136 [sender.py:send():380] send: header
2023-10-30 21:19:40,242 DEBUG   SenderThread:198136 [sender.py:send():380] send: run
2023-10-30 21:19:41,104 INFO    SenderThread:198136 [dir_watcher.py:__init__():211] watching files in: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files
2023-10-30 21:19:41,105 INFO    SenderThread:198136 [sender.py:_start_run_threads():1122] run started: 5wp9is5g with start time 1698715180.224363
2023-10-30 21:19:41,113 DEBUG   HandlerThread:198136 [handler.py:handle_request():146] handle_request: check_version
2023-10-30 21:19:41,113 DEBUG   SenderThread:198136 [sender.py:send_request():407] send_request: check_version
2023-10-30 21:19:41,203 DEBUG   HandlerThread:198136 [handler.py:handle_request():146] handle_request: run_start
2023-10-30 21:19:41,204 DEBUG   HandlerThread:198136 [system_info.py:__init__():32] System info init
2023-10-30 21:19:41,204 DEBUG   HandlerThread:198136 [system_info.py:__init__():47] System info init done
2023-10-30 21:19:41,204 INFO    HandlerThread:198136 [system_monitor.py:start():194] Starting system monitor
2023-10-30 21:19:41,204 INFO    SystemMonitor:198136 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-30 21:19:41,205 INFO    SystemMonitor:198136 [interfaces.py:start():190] Started cpu monitoring
2023-10-30 21:19:41,205 INFO    HandlerThread:198136 [system_monitor.py:probe():214] Collecting system info
2023-10-30 21:19:41,205 INFO    SystemMonitor:198136 [interfaces.py:start():190] Started disk monitoring
2023-10-30 21:19:41,206 INFO    SystemMonitor:198136 [interfaces.py:start():190] Started memory monitoring
2023-10-30 21:19:41,206 INFO    SystemMonitor:198136 [interfaces.py:start():190] Started network monitoring
2023-10-30 21:19:41,212 DEBUG   HandlerThread:198136 [system_info.py:probe():196] Probing system
2023-10-30 21:19:41,214 DEBUG   HandlerThread:198136 [system_info.py:_probe_git():181] Probing git
2023-10-30 21:19:41,218 DEBUG   HandlerThread:198136 [system_info.py:_probe_git():189] Probing git done
2023-10-30 21:19:41,218 DEBUG   HandlerThread:198136 [system_info.py:probe():244] Probing system done
2023-10-30 21:19:41,218 DEBUG   HandlerThread:198136 [system_monitor.py:probe():223] {'os': 'Linux-6.5.5-100.fc37.x86_64-x86_64-with-glibc2.36', 'python': '3.11.5', 'heartbeatAt': '2023-10-31T01:19:41.212837', 'startedAt': '2023-10-31T01:19:40.208853', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/henry/Documents/BCI/training.py', 'codePathLocal': 'training.py', 'codePath': 'training.py', 'git': {'remote': 'https://github.com/Sentdex/BCI.git', 'commit': 'e063dca2604554d6fd4d8afc2377075951abb6b6'}, 'email': '63601449+HenryBass@users.noreply.github.com', 'root': '/home/henry/Documents/BCI', 'host': 'fedora', 'username': 'henry', 'executable': '/usr/bin/python3', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1580.1283125000002, 'min': 400.0, 'max': 3850.0}, 'cpu_freq_per_core': [{'current': 399.765, 'min': 400.0, 'max': 4400.0}, {'current': 2739.752, 'min': 400.0, 'max': 4400.0}, {'current': 2486.033, 'min': 400.0, 'max': 4400.0}, {'current': 400.0, 'min': 400.0, 'max': 4400.0}, {'current': 2667.578, 'min': 400.0, 'max': 4400.0}, {'current': 400.0, 'min': 400.0, 'max': 4400.0}, {'current': 400.0, 'min': 400.0, 'max': 4400.0}, {'current': 3390.442, 'min': 400.0, 'max': 4400.0}, {'current': 2333.775, 'min': 400.0, 'max': 3300.0}, {'current': 400.47, 'min': 400.0, 'max': 3300.0}, {'current': 2043.661, 'min': 400.0, 'max': 3300.0}, {'current': 2104.98, 'min': 400.0, 'max': 3300.0}, {'current': 399.84, 'min': 400.0, 'max': 3300.0}, {'current': 400.0, 'min': 400.0, 'max': 3300.0}, {'current': 400.0, 'min': 400.0, 'max': 3300.0}, {'current': 400.0, 'min': 400.0, 'max': 3300.0}], 'disk': {'/': {'total': 231.298828125, 'used': 56.09127426147461}}, 'memory': {'total': 15.319034576416016}}
2023-10-30 21:19:41,218 INFO    HandlerThread:198136 [system_monitor.py:probe():224] Finished collecting system info
2023-10-30 21:19:41,218 INFO    HandlerThread:198136 [system_monitor.py:probe():227] Publishing system info
2023-10-30 21:19:41,218 DEBUG   HandlerThread:198136 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-30 21:19:41,219 DEBUG   HandlerThread:198136 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-30 21:19:41,219 DEBUG   HandlerThread:198136 [system_info.py:_save_code():90] Saving code
2023-10-30 21:19:41,220 DEBUG   HandlerThread:198136 [system_info.py:_save_code():111] Saving code done
2023-10-30 21:19:41,220 DEBUG   HandlerThread:198136 [system_info.py:_save_patches():128] Saving git patches
2023-10-30 21:19:41,326 DEBUG   HandlerThread:198136 [system_info.py:_save_patches():170] Saving git patches done
2023-10-30 21:19:41,327 INFO    HandlerThread:198136 [system_monitor.py:probe():229] Finished publishing system info
2023-10-30 21:19:41,337 DEBUG   SenderThread:198136 [sender.py:send():380] send: files
2023-10-30 21:19:41,337 INFO    SenderThread:198136 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-30 21:19:41,337 INFO    SenderThread:198136 [sender.py:_save_file():1378] saving file code/training.py with policy now
2023-10-30 21:19:41,337 INFO    SenderThread:198136 [sender.py:_save_file():1378] saving file diff.patch with policy now
2023-10-30 21:19:41,342 DEBUG   HandlerThread:198136 [handler.py:handle_request():146] handle_request: stop_status
2023-10-30 21:19:41,343 DEBUG   HandlerThread:198136 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-30 21:19:41,343 DEBUG   SenderThread:198136 [sender.py:send_request():407] send_request: stop_status
2023-10-30 21:19:41,558 DEBUG   SenderThread:198136 [sender.py:send():380] send: telemetry
2023-10-30 21:19:41,559 DEBUG   SenderThread:198136 [sender.py:send():380] send: config
2023-10-30 21:19:41,674 INFO    wandb-upload_0:198136 [upload_job.py:push():131] Uploaded file /tmp/tmp0i1mskwkwandb/d510u7th-wandb-metadata.json
2023-10-30 21:19:41,779 INFO    wandb-upload_1:198136 [upload_job.py:push():131] Uploaded file /tmp/tmp0i1mskwkwandb/2gfzksdu-code/training.py
2023-10-30 21:19:41,779 INFO    wandb-upload_2:198136 [upload_job.py:push():131] Uploaded file /tmp/tmp0i1mskwkwandb/g5mibk4f-diff.patch
2023-10-30 21:19:42,105 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_created():271] file/dir created: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/requirements.txt
2023-10-30 21:19:42,106 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_created():271] file/dir created: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/wandb-metadata.json
2023-10-30 21:19:42,106 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_created():271] file/dir created: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/diff.patch
2023-10-30 21:19:42,106 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_created():271] file/dir created: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/code/training.py
2023-10-30 21:19:42,106 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_created():271] file/dir created: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/output.log
2023-10-30 21:19:42,106 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_created():271] file/dir created: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/code
2023-10-30 21:19:44,105 INFO    Thread-12 :198136 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/henry/Documents/BCI/wandb/run-20231030_211940-5wp9is5g/files/output.log
2023-10-30 21:19:45,562 DEBUG   HandlerThread:198136 [handler.py:handle_request():146] handle_request: status_report
2023-10-30 21:19:48,136 DEBUG   SenderThread:198136 [sender.py:send():380] send: exit
2023-10-30 21:19:48,136 INFO    SenderThread:198136 [sender.py:send_exit():585] handling exit code: 255
2023-10-30 21:19:48,136 INFO    SenderThread:198136 [sender.py:send_exit():587] handling runtime: 6
2023-10-30 21:19:48,137 INFO    SenderThread:198136 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-30 21:19:48,137 INFO    SenderThread:198136 [sender.py:send_exit():593] send defer
